Sample.ID,Family,sum biomass_not_corrected (g),sum_abundance,LAT,LON,year,month,quarter
A2013/05503,Gadidae,597.0547988,31,58.6333,11.1833,2013,9,3
A2014/05111,Gadidae,482.4303098,12,58.7665,11.168035,2013,11,4
A2014/05111,Gobiidae,3.048856511,1,58.7665,11.168035,2013,11,4
A2014/05113,Gadidae,93.85978894,8,58.628183,11.238317,2013,11,4
A2014/05114,Clupeidae,139.8167342,7,58.628183,11.238317,2013,11,4
A2014/05114,Gadidae,695.9369508,34,58.628183,11.238317,2013,11,4
A2014/05114,Gobiidae,5.880894269,8,58.628183,11.238317,2013,11,4
A2014/05117,Bothidae,43.98833043,5,57.282,12.0191,2013,11,4
A2014/05117,Clupeidae,45.2659746,1,57.282,12.0191,2013,11,4
A2014/05117,Gadidae,480.555785,20,57.282,12.0191,2013,11,4
A2014/05117,Scophthalmidae,118.3801278,1,57.282,12.0191,2013,11,4
A2014/05123,Gadidae,909.3031554,40,58.628183,11.238317,2013,11,4
A2014/05130,Clupeidae,92.39070604,5,57.8892,11.5562,2013,11,4
A2014/05130,Gadidae,369.6035043,8,57.8892,11.5562,2013,11,4
A2014/05131,Clupeidae,375.8567483,7,57.8892,11.5562,2013,9,3
A2014/05134,Gadidae,85.54259304,2,58.5826,11.2088,2013,12,4
A2014/05135,Gadidae,102.2233927,4,58.610205,11.178762,2013,12,4
A2014/05136,Clupeidae,3.785699671,1,58.610205,11.178762,2013,12,4
A2014/05136,Gadidae,15.33053675,1,58.610205,11.178762,2013,12,4
A2014/05137,Clupeidae,3.713796372,1,58.5826,11.2088,2013,12,4
A2014/05137,Gadidae,28.1773836,2,58.5826,11.2088,2013,12,4
A2014/05137,Gobiidae,0.047696925,1,58.5826,11.2088,2013,12,4
A2014/05142,Clupeidae,79.7507933,3,57.8536,11.5921,2014,4,2
A2014/05142,Gadidae,16.20606295,1,57.8536,11.5921,2014,4,2
A2014/05244,Gadidae,5.463330988,1,58.3677,11.183,2014,4,2
A2014/05245,Belonidae,665.9011885,1,58.3677,11.183,2014,4,2
A2014/05245,Gobiidae,0.191720519,1,58.3677,11.183,2014,4,2
A2014/05246,Gadidae,18.56600506,1,58.7618,11.1283,2014,4,2
A2014/05246,Labridae,488.5321184,45,58.7618,11.1283,2014,4,2
A2014/05249,Clupeidae,5.942413398,1,57.8851,11.5643,2014,4,2
A2014/05249,Gadidae,38.80676444,1,57.8851,11.5643,2014,4,2
A2014/05251,Clupeidae,145.3509737,4,57.8556,11.5882,2014,4,2
A2014/05251,Gadidae,19.04628285,2,57.8556,11.5882,2014,4,2
A2014/05253,Gadidae,19.62581393,3,58.9057,11.1109,2014,4,2
A2014/05253,Gobiidae,17.94242284,1,58.9057,11.1109,2014,4,2
A2014/05318,Clupeidae,129.3859602,5,58.9057,11.1109,2014,4,2
A2014/05318,Gadidae,182.0994134,10,58.9057,11.1109,2014,4,2
A2014/05322,Clupeidae,82.23579004,1,58.6181,11.2192,2013,12,4
A2014/05322,Gadidae,848.9044599,37,58.6181,11.2192,2013,12,4
A2014/05322,Gobiidae,21.68081596,52,58.6181,11.2192,2013,12,4
A2014/05323,Gadidae,185.2339719,5,58.2903,11.3452,2014,5,2
A2014/05323,Gobiidae,0.061751687,1,58.2903,11.3452,2014,5,2
A2014/05324,Clupeidae,897.5381785,19,58.6084,11.2475,2013,12,4
A2014/05325,Belonidae,174.6808246,1,58.2791,11.3899,2014,5,2
A2014/05325,Gadidae,54.69695453,1,58.2791,11.3899,2014,5,2
A2014/05326,Clupeidae,40.42439128,5,58.2853,11.3352,2014,5,2
A2014/05326,Gadidae,61.7511474,3,58.2853,11.3352,2014,5,2
A2014/05326,Gobiidae,1.175517194,21,58.2853,11.3352,2014,5,2
A2014/05328,Clupeidae,330.1771332,6,57.508078,11.730652,2012,10,4
A2014/05329,Clupeidae,405.502835,5,57.511237,11.731138,2013,9,3
A2014/05329,Gadidae,36.20796863,2,57.511237,11.731138,2013,9,3
A2014/05330,Clupeidae,337.9538756,12,57.511237,11.731138,2013,9,3
A2014/05330,Gadidae,71.31446557,2,57.511237,11.731138,2013,9,3
A2014/05335,Gadidae,263.8210371,10,58.547,11.1871,2014,5,2
A2014/05336,Gadidae,65.82947804,3,58.547,11.1871,2014,5,2
A2014/05337,Gadidae,2723.471178,35,58.584,11.1716,2014,4,2
A2014/05337,Gobiidae,36.08650783,5,58.584,11.1716,2014,4,2
A2014/05407,Clupeidae,17.89786772,2,58.5875,11.1697,2014,4,2
A2014/05407,Gadidae,670.7135474,4,58.5875,11.1697,2014,4,2
A2014/05407,Gobiidae,0.017250252,1,58.5875,11.1697,2014,4,2
A2014/05409,Gadidae,345.2556291,2,58.5415,11.1856,2014,5,2
A2014/05457,Clupeidae,101.2799928,5,58.9065,11.1029,2014,4,2
A2014/05457,Gadidae,399.6761211,9,58.9065,11.1029,2014,4,2
A2014/05459,Clupeidae,154.6515276,12,58.6763,11.1607,2014,4,2
A2014/05459,Gadidae,284.2170719,13,58.6763,11.1607,2014,4,2
A2014/05459,Pleuronectidae,4.755503026,1,58.6763,11.1607,2014,4,2
A2014/05463,Clupeidae,119.7343081,2,57.8833,11.55,2014,8,3
A2014/05465,Clupeidae,252.6312566,4,57.8835,11.5582,2014,8,3
A2014/05528,Clupeidae,162.660537,15,57.8743,11.5535,2014,4,2
A2014/05528,Gadidae,94.12709702,3,57.8743,11.5535,2014,4,2
A2014/05533,Clupeidae,82.23592802,3,57.8875,11.5743,2014,8,3
A2014/05539,Gadidae,771.8024396,22,58.59,11.1739,2014,4,2
A2014/05539,Gobiidae,0.009542701,2,58.59,11.1739,2014,4,2
A2014/05541,Clupeidae,1158.633183,17,57.8867,11.5583,2014,8,3
A2014/05542,Gadidae,456.1718166,24,58.5875,11.232,2014,4,2
A2014/05542,Gobiidae,0.071742336,1,58.5875,11.232,2014,4,2
A2014/05544,Gadidae,1137.226772,15,58.5472,11.1907,2014,4,2
A2014/05548,Clupeidae,123.7894448,7,58.5417,11.1878,2014,4,2
A2014/05548,Gadidae,27.44694322,2,58.5417,11.1878,2014,4,2
A2014/05599,Gadidae,28.25674905,2,57.8833,11.55,2014,9,3
A2014/05599,Gobiidae,0.021903808,2,57.8833,11.55,2014,9,3
A2014/05602,Gadidae,347.0026445,14,58.5543,11.1881,2014,4,2
A2014/05602,Gobiidae,0.678429674,10,58.5543,11.1881,2014,4,2
A2014/05603,Gadidae,645.4384044,23,58.5543,11.1881,2014,4,2
A2014/05605,Clupeidae,28.28704024,3,58.584,11.1717,2014,4,2
A2014/05605,Gadidae,263.6412074,14,58.584,11.1717,2014,4,2
A2014/05605,Gobiidae,31.74109088,1,58.584,11.1717,2014,4,2
A2014/05607,Clupeidae,245.249802,16,58.584,11.1717,2014,4,2
A2014/05627,Anguillidae,356.046834,6,58.5472,11.1907,2014,4,2
A2014/05627,Clupeidae,6.958638965,1,58.5472,11.1907,2014,4,2
A2014/05627,Gadidae,963.8297603,27,58.5472,11.1907,2014,4,2
A2014/05629,Clupeidae,47.322682,16,58.5472,11.1907,2014,4,2
A2014/05630,Gadidae,328.5715248,25,58.3355,11.2703,2013,11,4
A2014/05631,Gadidae,424.1978639,31,58.3355,11.2703,2013,11,4
A2014/05635,Clupeidae,151.253937,2,57.567323,11.892335,2013,9,3
A2014/05727,Clupeidae,38.76422635,2,58.3,11.3333,2014,4,2
A2014/05727,Gadidae,2517.512172,40,58.3,11.3333,2014,4,2
A2014/05727,Pleuronectidae,217.1540666,5,58.3,11.3333,2014,4,2
A2014/05728,Clupeidae,2.419499055,1,58.8237,11.0703,2014,10,4
A2014/05728,Gadidae,42.70021798,3,58.8237,11.0703,2014,10,4
A2014/05728,Gobiidae,43.64058717,3,58.8237,11.0703,2014,10,4
A2014/05730,Gadidae,382.3402043,3,58.2697,11.3375,2014,11,4
A2014/05737,Gadidae,2763.060836,19,58.8237,11.0703,2014,11,4
A2015/05068,Clupeidae,134.5677111,4,58.6335,11.2271,2014,11,4
A2015/05068,Gadidae,7.397168636,1,58.6335,11.2271,2014,11,4
A2015/05094,Clupeidae,6.815532045,1,58.2697,11.3375,2014,11,4
A2015/05094,Gadidae,15.57526943,1,58.2697,11.3375,2014,11,4
A2015/05098,Clupeidae,145.5308053,9,58.6236,11.2417,2014,11,4
A2015/05098,Gadidae,313.9510297,18,58.6236,11.2417,2014,11,4
A2015/05098,Gobiidae,0.225467483,1,58.6236,11.2417,2014,11,4
A2015/05251,Clupeidae,2932.783564,39,58.271333,11.7805,2014,4,2
A2015/05251,Gadidae,3.45347455,1,58.271333,11.7805,2014,4,2
A2015/05252,Clupeidae,25.60508435,1,58.905833,11.116667,2014,11,4
A2015/05252,Gadidae,7158.685208,250,58.905833,11.116667,2014,11,4
A2015/05252,Gobiidae,25.11229215,37,58.905833,11.116667,2014,11,4
A2015/05252,Pleuronectidae,5.010364972,5,58.905833,11.116667,2014,11,4
A2015/05253,Clupeidae,166.0617271,11,58.9025,11.091667,2014,10,4
A2015/05253,Gadidae,1016.882676,48,58.9025,11.091667,2014,10,4
A2015/05253,Gobiidae,3.242779277,2,58.9025,11.091667,2014,10,4
A2015/05253,Osmeridae,1.230295432,1,58.9025,11.091667,2014,10,4
A2016/05484,Anguillidae,1548.268906,8,58.822807,11.061687,2014,9,3
A2016/05484,Gadidae,1057.554934,4,58.822807,11.061687,2014,9,3
A2016/05484,Gobiidae,19.5248583,2,58.822807,11.061687,2014,9,3
A2016/05484,Pleuronectidae,247.3066566,3,58.822807,11.061687,2014,9,3
A2016/05485,Gadidae,692.1727771,42,58.533333,11.183333,2016,10,4
A2016/05487,Gadidae,1008.881571,61,58.533333,11.183333,2016,10,4
A2016/05657,Gadidae,1280.093441,73,58.64665,11.211011,2016,10,4
A2016/05658,Belonidae,1455.333502,18,58.662833,11.211167,2016,10,4
A2016/05658,Gadidae,40.48305239,3,58.662833,11.211167,2016,10,4
A2016/05659,Belonidae,1013.548377,13,58.662833,11.211167,2016,10,4
A2016/05659,Gadidae,42.17551094,2,58.662833,11.211167,2016,10,4
A2016/05660,Gadidae,214.7820186,17,58.542327,11.185284,2016,10,4
A2016/05661,Gadidae,184.4630914,6,58.662983,11.21115,2016,10,4
A2016/05661,Gobiidae,63.64033964,2,58.662983,11.21115,2016,10,4
A2016/05661,Pleuronectidae,2399.405245,113,58.662983,11.21115,2016,10,4
A2016/05662,Gadidae,814.7899043,54,58.540167,11.1895,2016,10,4
A2019/05049,Belonidae,181.2557273,3,58.467167,11.242333,2018,10,4
A2019/05049,Clupeidae,137.3043303,1,58.467167,11.242333,2018,10,4
A2019/05049,Gadidae,296.9749018,5,58.467167,11.242333,2018,10,4
A2019/05051,Clupeidae,95.85759646,1,58.467167,11.242333,2018,10,4
A2019/05495,Clupeidae,671.5107024,6,57.737826,11.583871,2019,10,4
A2020/05012,Clupeidae,194.6042385,20,58.9333,11.1167,2020,1,1
A2020/05012,Gadidae,2815.146848,120,58.9333,11.1167,2020,1,1
A2020/05012,Gobiidae,20.69427273,12,58.9333,11.1167,2020,1,1
A2020/05012,Pleuronectidae,7.978310964,1,58.9333,11.1167,2020,1,1
A2020/05015,Gadidae,2873.271817,148,58.775009,11.169233,2019,10,4
A2020/05015,Gobiidae,1.032854486,3,58.775009,11.169233,2019,10,4
A2020/05069,Clupeidae,20.25690813,1,58.49,11.04,2019,10,4
A2020/05069,Gadidae,1660.043457,63,58.49,11.04,2019,10,4
A2020/05466,Clupeidae,389.6171554,10,58.3413,11.1337,2016,1,1
A2020/05466,Gadidae,23.97238562,1,58.3413,11.1337,2016,1,1
A2020/05467,Clupeidae,145.2606663,2,58.661618,11.211891,2016,1,1
A2020/05467,Gadidae,68.36546197,1,58.661618,11.211891,2016,1,1
A2020/05468,Clupeidae,8.666075439,1,58.661596,11.211977,2016,1,1
A2020/05468,Gadidae,192.0468376,9,58.661596,11.211977,2016,1,1
A2020/05468,Gobiidae,1265.555423,196,58.661596,11.211977,2016,1,1
A2020/05469,Clupeidae,347.4781513,7,58.61259,11.19499,2016,1,1
A2020/05469,Gadidae,297.5247078,9,58.61259,11.19499,2016,1,1
A2020/05470,Clupeidae,57.88518887,3,58.569167,11.2155,2016,1,1
A2020/05470,Gadidae,199.1804404,6,58.569167,11.2155,2016,1,1
A2020/05473,Clupeidae,81.2386867,3,58.349,11.22558,2016,1,1
A2020/05475,Clupeidae,672.2836909,13,58.3413,11.1337,2016,1,1
A2020/05477,Clupeidae,217.3673146,5,58.661706,11.211601,2016,1,1
A2020/05495,Clupeidae,579.6985304,20,58.349,11.12558,2016,1,1
A2020/05496,Clupeidae,464.2612628,16,58.33502,11.10578,2016,1,1
A2020/05496,Gadidae,69.42594283,2,58.33502,11.10578,2016,1,1
A2020/05497,Clupeidae,681.1538424,18,58.33499,11.13213,2016,1,1
A2020/05497,Gadidae,81.55392218,1,58.33499,11.13213,2016,1,1
A2020/05498,Clupeidae,746.2547591,30,58.33499,11.13213,2016,1,1
A2020/05498,Gadidae,167.627294,9,58.33499,11.13213,2016,1,1
A2020/05499,Clupeidae,296.7267467,8,58.336,11.13194,2016,1,1
A2020/05500,Clupeidae,892.0632855,28,57.880935,11.574526,2015,12,4
A2020/05513,Clupeidae,52.94442838,4,57.881619,11.574483,2015,11,4
A2020/05514,Clupeidae,357.9940856,9,57.881277,11.575084,2015,12,4
A2020/05515,Clupeidae,17.62051502,2,57.881277,11.575084,2015,12,4
A2020/05516,Clupeidae,136.5425383,8,58.33502,11.10578,2016,1,1
A2020/05516,Gadidae,14.97374406,2,58.33502,11.10578,2016,1,1
A2020/05517,Clupeidae,45.82211008,2,58.33499,11.13213,2016,1,1
A2020/05517,Gadidae,20.41770331,1,58.33499,11.13213,2016,1,1
A2020/05518,Clupeidae,35.82372855,2,58.33502,11.10578,2016,1,1
A2020/05535,Clupeidae,156.6496702,4,58.54595,11.18962,2016,1,1
A2020/05535,Gadidae,39.99168584,1,58.54595,11.18962,2016,1,1
A2020/05537,Clupeidae,445.2632628,12,58.17,11.2,2016,1,1
A2020/05538,Gadidae,182.0973397,2,58.41,11.13,2015,10,4
A2020/05538,Labridae,390.809056,6,58.41,11.13,2015,10,4
A2020/05538,Pleuronectidae,10.54043866,1,58.41,11.13,2015,10,4
A2020/05539,Clupeidae,8.357721794,1,57.844658,11.586685,2015,10,4
A2020/05539,Gadidae,199.9210125,17,57.844658,11.586685,2015,10,4
A2020/05539,Gobiidae,0.574797739,2,57.844658,11.586685,2015,10,4
A2020/05540,Clupeidae,324.8682771,4,58.41,11.13,2015,10,4
A2020/05540,Gadidae,354.1253871,11,58.41,11.13,2015,10,4
A2020/05542,Clupeidae,137.1962901,5,57.995227,11.519852,2015,12,4
A2020/05543,Clupeidae,158.7514083,3,57.995227,11.519852,2015,11,4
A2020/05543,Gadidae,535.4438972,4,57.995227,11.519852,2015,11,4
A2020/05543,Gobiidae,23.24440254,3,57.995227,11.519852,2015,11,4
A2020/05544,Gadidae,1735.342997,52,58.41,11.13,2015,10,4
A2020/05544,Gobiidae,1.361037867,1,58.41,11.13,2015,10,4
A2020/05546,Belonidae,25.50060712,1,58.17,11.2,2016,1,1
A2020/05546,Clupeidae,203.6741911,20,58.17,11.2,2016,1,1
A2020/05549,Clupeidae,23.33505321,1,58.41,11.13,2015,10,4
A2020/05549,Gadidae,24.96636859,1,58.41,11.13,2015,10,4
A2020/05550,Clupeidae,863.9390276,30,58.566667,11.222056,2016,1,1
A2020/05551,Clupeidae,1893.743411,41,58.33532,11.1319,2016,1,1
A2020/05552,Clupeidae,30.11724472,2,58.66169,11.21117,2016,1,1
A2020/05552,Gadidae,1628.126632,49,58.66169,11.21117,2016,1,1
A2020/05553,Clupeidae,18.95068974,1,58.3878,11.12338,2015,9,3
A2020/05553,Gadidae,717.6987192,32,58.3878,11.12338,2015,9,3
A2020/05553,Gobiidae,10.08305443,2,58.3878,11.12338,2015,9,3
A2020/05553,Pleuronectidae,78.44252637,3,58.3878,11.12338,2015,9,3
A2020/05563,Gadidae,125.9247062,8,58.17,11.2,2016,1,1
A2020/05566,Clupeidae,98.24183167,3,57.98724,11.442205,2015,12,4
A2020/05567,Clupeidae,1190.048575,33,58.564778,11.221944,2016,1,1
A2020/05569,Clupeidae,147.6416377,6,57.998326,11.766236,2015,12,4
A2020/05570,Clupeidae,130.0266533,4,58.61259,11.19499,2016,1,1
A2020/05570,Gadidae,220.6395165,18,58.61259,11.19499,2016,1,1
A2020/05570,Gasterosteidae,0.244,1,58.61259,11.19499,2016,1,1
A2020/05571,Clupeidae,346.8897319,8,58.00573333,11.49255,2015,11,4
A2020/05573,Clupeidae,71.13082901,2,58.61259,11.19499,2016,1,1
A2020/05573,Gadidae,48.85823437,1,58.61259,11.19499,2016,1,1
A2020/05574,Gadidae,1094.650247,128,58.6355,11.209389,2015,9,3
A2020/05574,Gobiidae,3.21135739,2,58.6355,11.209389,2015,9,3
A2020/05575,Anguillidae,55.32980396,1,58.04188,11.47804,2015,11,4
A2020/05575,Clupeidae,230.2123713,3,58.04188,11.47804,2015,11,4
A2020/05575,Gadidae,1599.960867,12,58.04188,11.47804,2015,11,4
A2020/05575,Gobiidae,17.72141628,6,58.04188,11.47804,2015,11,4
A2020/05575,Pleuronectidae,291.2764065,5,58.04188,11.47804,2015,11,4
A2020/05575,Soleidae,158.5789135,1,58.04188,11.47804,2015,11,4
A2020/05576,Clupeidae,14.96958672,1,58.545944,11.189611,2016,1,1
A2020/05576,Gadidae,723.6390073,34,58.545944,11.189611,2016,1,1
A2020/05576,Gobiidae,1.253909578,1,58.545944,11.189611,2016,1,1
A2020/05577,Clupeidae,36.03959965,1,58.564778,11.221944,2016,1,1
A2020/05577,Gadidae,100.3003691,3,58.564778,11.221944,2016,1,1
A2020/05579,Clupeidae,252.5828535,6,58.5971,11.20003,2016,1,1
A2020/05579,Gadidae,118.8722671,4,58.5971,11.20003,2016,1,1
A2020/05579,Gobiidae,1.423263536,1,58.5971,11.20003,2016,1,1
A2020/05579,Pleuronectidae,169.3902531,4,58.5971,11.20003,2016,1,1
A2020/05580,Clupeidae,257.3050744,5,57.98724,11.442205,2015,12,4
A2020/05580,Gadidae,12.53760948,1,57.98724,11.442205,2015,12,4
A2020/05584,Gadidae,2744.288518,67,58.60136,11.21084,2016,1,1
A2020/05586,Clupeidae,103.625541,2,58.661716,11.211693,2016,1,1
A2020/05586,Gadidae,1676.012697,47,58.661716,11.211693,2016,1,1
A2020/05586,Gobiidae,9.700670199,1,58.661716,11.211693,2016,1,1
A2020/05586,Pleuronectidae,125.2449798,2,58.661716,11.211693,2016,1,1
A2020/05588,Gadidae,13.22548977,1,58.66169,11.21117,2016,1,1
A2020/05589,Clupeidae,487.6894905,35,58.9368,11.1186,2016,1,1
A2020/05590,Clupeidae,4.185527923,1,58.49,11.04,2015,9,3
A2020/05592,Clupeidae,150.138799,7,58.54595,11.18962,2016,1,1
A2020/05598,Gadidae,2655.325894,23,58.6282709,11.1816905,2015,9,3
A2020/05598,Gobiidae,241.472498,6,58.6282709,11.1816905,2015,9,3
A2020/05603,Clupeidae,36.31661912,2,58.54689,11.189275,2015,9,3
A2020/05603,Gadidae,109.1556942,10,58.54689,11.189275,2015,9,3
A2020/05604,Clupeidae,248.1518777,6,58.32272,11.10341,2015,9,3
A2020/05604,Gadidae,800.4462454,40,58.32272,11.10341,2015,9,3
A2020/05605,Gadidae,2272.425662,114,58.6162295,11.1889459,2015,9,3
A2020/05605,Gobiidae,5.825271873,3,58.6162295,11.1889459,2015,9,3
A2020/05606,Clupeidae,47.43136416,1,58.54689,11.189273,2015,9,3
A2020/05606,Gadidae,346.5480312,15,58.54689,11.189273,2015,9,3
A2020/05607,Clupeidae,347.9384278,7,57.88519,11.585062,2015,9,3
A2020/05607,Gadidae,103.9038048,3,57.88519,11.585062,2015,9,3
A2020/05608,Gadidae,193.2128914,6,58.540878,11.17613,2015,9,3
A2020/05608,Labridae,282.0885948,23,58.540878,11.17613,2015,9,3
A2020/05609,Gadidae,8.30102627,4,58.6865283,11.2124568,2015,9,3
A2020/05613,Clupeidae,70.71380356,3,56.63652833,11.21245667,2015,9,3
A2020/05613,Gadidae,1025.560968,1,56.63652833,11.21245667,2015,9,3
A2020/05613,Gobiidae,0.046234685,1,56.63652833,11.21245667,2015,9,3
A2020/05619,Clupeidae,361.7567328,20,58.358056,11.157806,2015,4,2
A2020/05619,Gadidae,107.7240375,5,58.358056,11.157806,2015,4,2
A2020/05620,Gadidae,1498.706017,61,58.663617,11.138688,2015,9,3
A2020/05620,Pleuronectidae,40.121578,1,58.663617,11.138688,2015,9,3
A2020/05621,Clupeidae,326.2201676,7,57.88248333,11.57045,2015,9,3
A2020/05622,Gadidae,1615.001733,70,58.6368139,11.2113105,2015,9,3
A2020/05622,Gobiidae,0.897251424,1,58.6368139,11.2113105,2015,9,3
A2020/05623,Gadidae,1067.359737,71,57.879908,11.547183,2015,8,3
A2020/05696,Clupeidae,156.7185692,4,57.879917,11.574194,2015,8,3
A2020/05696,Gadidae,83.79239229,5,57.879917,11.574194,2015,8,3
A2020/05698,Clupeidae,0.985793163,1,57.879917,11.574194,2015,8,3
A2020/05698,Gadidae,14.71758943,5,57.879917,11.574194,2015,8,3
A2020/05698,Pleuronectidae,33.77797674,5,57.879917,11.574194,2015,8,3
A2020/05700,Clupeidae,661.2391442,7,57.879917,11.574194,2015,8,3
A2020/05700,Merlucciidae,19.45131903,1,57.879917,11.574194,2015,8,3
A2020/05701,Clupeidae,1907.298673,26,57.879917,11.574194,2015,8,3
A2020/05701,Scombridae,2121.053903,1,57.879917,11.574194,2015,8,3
A2020/05711,Clupeidae,368.9062015,30,57.879917,11.574194,2015,8,3
A2020/05711,Gadidae,601.8064526,8,57.879917,11.574194,2015,8,3
A2020/05711,Gobiidae,72.03690014,2,57.879917,11.574194,2015,8,3
A2020/05714,Clupeidae,191.4735228,6,57.879917,11.574194,2015,8,3
A2020/05714,Gadidae,1.566006712,1,57.879917,11.574194,2015,8,3
A2020/05790,Clupeidae,129.2164589,3,58.01,11.79,2015,8,3
A2020/05831,Gadidae,10.65320976,1,58.23333333,11.35,2015,9,3
A2020/05867,Gadidae,3692.648469,172,58.49,11.04,2019,10,4
A2020/05867,Gobiidae,0.487234086,1,58.49,11.04,2019,10,4
A2020/05897,Anguillidae,109.3395057,1,57.83583333,11.61493333,2015,8,3
A2020/05897,Gadidae,180.7438465,1,57.83583333,11.61493333,2015,8,3
A2020/05897,Gobiidae,1.338373264,1,57.83583333,11.61493333,2015,8,3
A2020/05902,Belonidae,77.341734,1,57.88296667,11.57045,2015,12,4
A2020/05902,Clupeidae,344.9090609,53,57.88296667,11.57045,2015,12,4
A2020/05904,Belonidae,624.7207,7,58.76666667,11.16666667,2015,8,3
A2020/05904,Gadidae,207.7620533,12,58.76666667,11.16666667,2015,8,3
A2020/05904,Gobiidae,1.766254002,3,58.76666667,11.16666667,2015,8,3
A2020/05906,Clupeidae,268.4302896,6,57.88136667,11.57015,2015,12,4
A2020/05906,Gadidae,34.51885733,1,57.88136667,11.57015,2015,12,4
A2020/05908,Clupeidae,668.1929693,30,57.97248333,11.69713333,2015,12,4
A2020/05914,Belonidae,157.7002742,4,57.88136667,11.57015,2015,12,4
A2020/05914,Clupeidae,408.6433563,20,57.88136667,11.57015,2015,12,4
A2020/05914,Gadidae,29.68875008,1,57.88136667,11.57015,2015,12,4
A2020/05916,Belonidae,2603.62333,16,58.88333333,11.1,2015,8,3
A2020/05916,Clupeidae,3.282504612,1,58.88333333,11.1,2015,8,3
A2020/05916,Gadidae,61.74793025,5,58.88333333,11.1,2015,8,3
A2020/05916,Gobiidae,9.732044559,2,58.88333333,11.1,2015,8,3
A2020/05916,Salmonidae,472.5893446,2,58.88333333,11.1,2015,8,3
A2020/05916,Soleidae,20.23476095,1,58.88333333,11.1,2015,8,3
A2020/05920,Gadidae,3.901121396,1,58.23333333,11.35,2015,9,3
A2020/05920,Pleuronectidae,68.12177071,3,58.23333333,11.35,2015,9,3
A2020/05921,Anguillidae,456.4730867,4,58.23333333,11.35,2015,9,3
A2020/05921,Gadidae,28.35791272,2,58.23333333,11.35,2015,9,3
